1, 16, Tues, #gdgcairo #devfest very interesting topic with very experienced person, khalid coming to introduce #android based #robots , imagine what you can make with this new interested knowledge , don&#39;t miss that good luck for all :)
1, 0, Tues, update: we are working on solving some issues with tickets confirmation. please be patient until those who registered receive their invitations. please also note that unfortunately we have limited number of seats and we will do our best to have you all there.
1, 19, Mon, #gdgcairo #devfest  hurry up we have limited seats, please try to confirm as soon as you receive the confirmation mail to get your ticket and be able to attend the event good luck for all and we are waiting you :)
3, 17, Mon, #gdgcairo #devfest mohamed is a very experienced person, he has a message to make our world a better place :) he is coming to share his knowledge about google cloud developer challenge using python lets benefit from his knowledge by attending this session :)
5, 17, Mon, #gdgcairo #devfest shaymaa is coming to prove the role of women in the technology life especially in the field of the software engineering , and she will share with us her experience about gamification models and techniques it seems to be a very interested topic try not to miss it :)
4, 16, Mon, #devfest #python  devfest speaker tarek amr will talking about natural language programming using python language he is coming to share his information with you :)
3, 16, Mon, #gdgcairo #devfest  we are glad to announce that the confirmation mails will be sent so soon to all accepted members with the information about transportation and tickets thanks for your interest to attend #devfest image source : http://goo.gl/s9pefo
1, 16, Mon, #gdgcairo #devfest agenda of day 2 we are all waiting you
1, 16, Mon, #gdgcairo #devfest agenda of day 1 we are all waiting you
2, 11, Mon, it is the time to start the magic with #android and #html5 , most people lately use #html5 and#css3 to make animation in web and mobile application to reach the best user experience and expectation here is a simple step by step animation tutorial using #html5 http://goo.gl/mrqyeg image source : http://goo.gl/iy1vil
3, 11, Mon, #gdgcairo #gcdc only few members to reach 3500 follower, thanks for all our members for supporting and hope that our posts will be useful for all of you #thankyou image source : http://goo.gl/ecflno
3, 11, Mon, the #youtube #android player api enables you to incorporate video playback functionality into your android applications. the api defines methods for loading and playing youtube videos (and playlists) and for customizing and controlling the video playback experience. you may find more information about the api in the following links https://developers.google.com/youtube/android/player/ and http://goo.gl/m2ckeu don&#39;t forget to share the knowledge with friends
10, 10, Mon, #inspiration it is never too late to be genius, just decide and know what is genius mean.
1, 9, Mon, #goodmorning it&#39;s breakfast time, what you think about colorful breakfast ? wishing you a very happy day :) image source : http://favim.com/image/41211/
5, 8, Sun, #goodmorning it&#39;s sunday start of new week with new plan, new hope and new start wishing you all a happy week full with knowledge and fun image source : navywifecook
3, 1, Sun, the weekend is over now, tomorrow is the start of new week, go to bed early and wake up early because you have the responsibility to change this world to better life #goodnight image source : http://goo.gl/gcuakq
0, 17, Sat, added photos to devfest cairo 2013.
5, 11, Sat, #gdgcairo sharing with you some new feature of #android #kitkat  http://goo.gl/zd5thu wishing you good reading and don&#39;t forget to share your knowledge with friends
3, 11, Sat, #gdgcairo informing you that we have only 5 days separate us from the #devfest event , if you didn&#39;t register yet, it is not too late you can find all information in event : https://plus.google.com/u/0/events/co59j0870in5a4kh8n5navifnm8 hope that you enjoy your weekend, we are all waiting you in the event :)
2, 10, Sat, #gdgcairo and #gcdc wishing you a very nice day #goodmorning
3, 9, Fri, #gdgcairo #gcdc did you plan for this #weekend ? share your ideas about weekend with us, you may help others to plan for a good weekend :) :) enjoy to maximum .
4, 9, Fri, yes it is the weekend #gdgcairo and #gcdc asking you what you think about an egyptian breakfast today ? wishing you all to enjoy your weekedn #goodmorning :)
3, 21, Thur, #gdgcairo sharing #devfest 2013 agenda of day 2 try to be the first one to attend #gdgcairo wishing that you will enjoy your weekend , it&#39;s thursday
7, 15, Thur, #gdgcairo sharing #devfest 2013 agenda of day 1 try to be the first one to attend #gdgcairo wishing you a happy learning journey
6, 14, Thur, #gdgcairo helping you to find the speakers of cairo security camp 2013 read more about speakers and their full portfolio&#39;s at this link : http://www.cairosecuritycamp.com/index.php#nav-speakers
